0	0.393033	0.431458	0.473639	0.519944	0.570777	0.626578	0.687836	0.755082	0.828903	0.90994	0.9989	1.09656	1.20376	1.32145	1.45064	1.59246	1.74815	1.91906	2.10667	2.31263	2.53872	2.78692	3.05939	3.35849	3.68682	4.04726	4.44294	4.87731	5.35414	5.87759	6.45221	7.08301	7.77547	8.53563	9.37012	10.2862	11.2918	12.3958	13.6076	14.938	16.3984	18.0016	19.7615	21.6935	23.8143	26.1425	28.6983	31.504	34.584	37.9652	41.6768	45.7513	50.2242	55.1343	60.5245	66.4417	72.9374	80.0681	87.8959	96.4892	105.922	116.278	127.646	140.125	153.824	168.863	185.372	203.495	223.389	245.228	269.203	295.522	324.414	356.13	390.946	429.167	471.125	517.184	567.746	623.252	684.184	751.073	824.502	905.109	993.595	1090.73	1197.37	1314.44	1442.94	1584.01	1738.86	1908.86
0	0	0	0	7.55366E-05	0.00133195	0.0083124	0.0267764	0.0583793	0.10181	0.158415	0.232096	0.323792	0.432123	0.553637	0.683537	0.818372	0.952753	1.0828	1.20155	1.30574	1.39149	1.45951	1.5106	1.54633	1.57097	1.58597	1.59849	1.60619	1.61406	1.61611	1.61993	1.62592	1.64082	1.66175	1.68255	1.70545	1.72841	1.7643	1.79372	1.79664	1.74147	1.64247	1.56434	1.58798	1.77915	2.13056	2.55555	2.89064	2.98407	2.78209	2.36565	1.91245	1.59708	1.51458	1.67429	2.00994	2.37263	2.57618	2.4866	2.10552	1.61758	1.24352	1.13107	1.28456	1.59332	1.83101	1.74879	1.20897	0.553523	0.119896	0.0241264	0.0422643	0.224576	0.585874	0.948772	1.10874	1.00405	0.652042	0.281453	0.0569814	0.00493596	0	0	0	0	0	0	0	0	0	0	0
1	0.00508482	0.00842051	0.0135617	0.0234855	0.0406763	0.0652212	0.0990645	0.141859	0.197907	0.267538	0.351786	0.44964	0.559961	0.680347	0.806015	0.933381	1.0564	1.17247	1.27594	1.36461	1.4347	1.48719	1.52424	1.54856	1.56525	1.57462	1.58339	1.5891	1.5983	1.60515	1.61588	1.62871	1.6496	1.67744	1.70703	1.73996	1.77044	1.81231	1.85624	1.89781	1.91052	1.88591	1.84277	1.82334	1.88109	2.03465	2.26304	2.49202	2.62863	2.60309	2.40831	2.10703	1.80074	1.58398	1.50837	1.57752	1.74998	1.94672	2.07688	2.07637	1.94276	1.73302	1.52358	1.37409	1.29759	1.27246	1.26748	1.25296	1.22388	1.17266	1.07923	0.925081	0.699275	0.422714	0.183128	0.0445873	0.00516961	7.94648E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0.000154887	0.0023181	0.0137238	0.0416836	0.088989	0.152895	0.237255	0.344943	0.475436	0.624697	0.786546	0.955574	1.1248	1.28884	1.43936	1.57183	1.68121	1.76789	1.83297	1.87966	1.91408	1.93785	1.95741	1.96817	1.9755	1.97345	1.97032	1.96394	1.95907	1.95304	1.94062	1.92648	1.90709	1.89906	1.89302	1.88478	1.84895	1.7763	1.68421	1.6095	1.60051	1.67341	1.81224	1.95876	2.04025	2.00356	1.84312	1.60355	1.35345	1.15364	1.03583	1.00175	1.03134	1.09173	1.15049	1.18913	1.21657	1.25851	1.33073	1.41567	1.44595	1.34106	1.08648	0.743469	0.466434	0.330223	0.349123	0.508851	0.764094	1.05378	1.33644	1.58854	1.78637	1.8205	1.40872	0.750344	0.182115	0.0196458	0	0	0	0	0	0	0	0	0	0
3	0	0	2.66313E-05	0.000744077	0.00572309	0.0219258	0.0528685	0.0976299	0.156021	0.232615	0.330641	0.450322	0.589304	0.743841	0.908931	1.08016	1.25051	1.41431	1.56357	1.6946	1.8025	1.88687	1.9481	1.98842	2.01357	2.02451	2.02805	2.02023	2.00785	1.98577	1.96289	1.93871	1.92045	1.90839	1.89857	1.89602	1.89726	1.91988	1.95311	1.98706	1.98435	1.926	1.83061	1.75017	1.75395	1.87252	2.08932	2.3245	2.46751	2.43028	2.20035	1.85694	1.52954	1.32951	1.30388	1.43361	1.6333	1.76524	1.70208	1.41353	1.02034	0.721628	0.638333	0.808407	1.19958	1.65018	1.90334	1.81328	1.44134	0.987386	0.617219	0.394069	0.273394	0.192531	0.111054	0.0409426	0.00740805	0.000405852	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0.00042359	0.00561122	0.0306615	0.0858582	0.173567	0.28686	0.433398	0.612831	0.820467	1.04795	1.28615	1.52347	1.74995	1.95472	2.13058	2.2699	2.36947	2.4292	2.45369	2.45291	2.43103	2.39499	2.34047	2.27435	2.19498	2.11277	2.02753	1.94437	1.86392	1.78496	1.71555	1.65603	1.62383	1.61154	1.61257	1.59753	1.55084	1.4848	1.43612	1.45441	1.55844	1.73197	1.91349	2.02597	2.01567	1.88267	1.68039	1.48307	1.35006	1.305	1.33666	1.4077	1.46918	1.47911	1.41923	1.30543	1.18291	1.10811	1.12077	1.22763	1.39003	1.52838	1.55541	1.42477	1.15625	0.821042	0.502185	0.256046	0.100884	0.0271911	0.00388303	0.000204416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0	0	0	0	0	2.72016E-06	0.00120968	0.0136275	0.0685853	0.184322	0.363265	0.587485	0.866218	1.1951	1.56275	1.95404	2.34531	2.71776	3.05252	3.33828	3.56042	3.71004	3.78555	3.79628	3.76187	3.692	3.59658	3.4692	3.32027	3.15166	2.98048	2.80811	2.64083	2.48031	2.32588	2.18981	2.07235	1.99381	1.93956	1.89204	1.80725	1.66202	1.48338	1.33391	1.28752	1.37038	1.55597	1.75436	1.84408	1.73737	1.43019	1.00959	0.617794	0.367399	0.276539	0.31631	0.444436	0.585886	0.638937	0.551584	0.341642	0.137279	0.0266508	0.00199837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0.000584318	0.00745537	0.0400841	0.110264	0.219902	0.35748	0.529655	0.733654	0.961665	1.20484	1.44989	1.68692	1.9037	2.09335	2.24719	2.36253	2.43975	2.48349	2.5042	2.5065	2.49969	2.47937	2.4521	2.41251	2.37084	2.32637	2.28491	2.24395	2.19754	2.15095	2.10266	2.07264	2.04783	2.01351	1.93122	1.79217	1.63866	1.54316	1.58068	1.76864	2.06021	2.33107	2.43275	2.2757	1.8898	1.42617	1.06855	0.926753	1.02295	1.31522	1.67029	1.87719	1.76079	1.31053	0.80188	0.49744	0.504699	0.808615	1.3164	1.68946	1.61975	1.0758	0.462427	0.0951111	0.00796681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0	0	0	3.66305E-05	0.000954586	0.00690413	0.0254237	0.0593014	0.10779	0.170315	0.251981	0.35425	0.475656	0.612685	0.759485	0.912554	1.06573	1.21586	1.35534	1.48088	1.58816	1.67799	1.75222	1.81228	1.86315	1.90427	1.94379	1.9786	2.01575	2.04752	2.08021	2.11166	2.1483	2.18897	2.22611	2.25931	2.27922	2.30056	2.31234	2.31013	2.26662	2.18023	2.08658	2.04781	2.13174	2.35303	2.66445	2.94227	3.04166	2.86929	2.44536	1.90674	1.43448	1.15498	1.09621	1.21547	1.41251	1.55024	1.52414	1.33073	1.06722	0.856994	0.773242	0.81853	0.937898	1.03049	1.00869	0.87008	0.688693	0.550324	0.483247	0.464844	0.441574	0.364244	0.223664	0.0906877	0.0179242	0.00141039	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	0	0	0	0	9.11312E-05	0.00162686	0.0105267	0.0348672	0.0780784	0.138056	0.21625	0.31664	0.439254	0.580938	0.734923	0.896756	1.06035	1.22266	1.37604	1.51628	1.63848	1.74389	1.83482	1.91271	1.98234	2.04263	2.10219	2.15732	2.21519	2.26652	2.31775	2.36615	2.41839	2.47246	2.51913	2.55707	2.57462	2.5867	2.57991	2.54784	2.45973	2.31245	2.14725	2.03661	2.06128	2.246	2.55014	2.84769	2.97752	2.82263	2.38507	1.80347	1.28344	0.975276	0.914011	1.06073	1.31376	1.50929	1.5003	1.26049	0.911347	0.635053	0.534552	0.625873	0.862077	1.10946	1.1894	1.02817	0.6991	0.346258	0.112548	0.0184382	0.00113604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
