Depth,Channel Diameter ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.393,0.431,0.474,0.52,0.571,0.627,0.688,0.755,0.829,0.91,0.999,1.097,1.204,1.321,1.451,1.592,1.748,1.919,2.107,2.313,2.539,2.787,3.059,3.358,3.687,4.047,4.443,4.877,5.354,5.878,6.452,7.083,7.775,8.538,9.37,10.29,11.29,12.4,13.61,14.94,16.4,18,19.76,21.69,23.81,26.14,28.7,31.5,34.58,37.97,41.68,45.75,50.22,55.13,60.52,66.44,72.94,80.07,87.9,96.49,105.9,116.3,127.6,140.1,153.8,168.9,185.4,203.5,223.4,245.2,269.2,295.5,324.4,356.1,390.9,429.2,471.1,517.2,567.7,623.3,684.2,751.1,824.5,905.1,993.6,1091,1197,1314,1443,1584,1739,1909
1,0,0,0,0,0,0,0,0,1.61E-06,0.000186411,0.00175255,0.00792385,0.0195753,0.0363621,0.0554601,0.0785188,0.104373,0.133877,0.165658,0.199336,0.233916,0.269722,0.307973,0.347877,0.390915,0.435249,0.484031,0.53538,0.592483,0.651647,0.714855,0.780865,0.852292,0.929289,1.01041,1.09789,1.18832,1.28603,1.38435,1.48509,1.57867,1.66387,1.73812,1.80656,1.8824,1.97675,2.10191,2.25359,2.42106,2.58282,2.71949,2.82115,2.88985,2.94023,2.98893,3.04665,3.11118,3.1658,3.18738,3.15703,3.07283,2.95506,2.83875,2.75263,2.69696,2.62886,2.47278,2.1591,1.68134,1.14125,0.724971,0.542126,0.613124,0.915989,1.34421,1.65742,1.64973,1.29218,0.728658,0.266078,0.0477083,0.00322104,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0.00E+00,0,0.000113381,0.00141403,0.00764512,0.0207003,0.0407269,0.063845,0.0915957,0.122552,0.158087,0.196493,0.237365,0.279104,0.322416,0.369114,0.418604,0.472779,0.529241,0.592343,0.659789,0.736134,0.816227,0.902688,0.993722,1.09316,1.20139,1.3164,1.44129,1.571,1.71149,1.85321,1.998,2.13126,2.24823,2.34243,2.41784,2.49212,2.58188,2.7067,2.86337,3.0372,3.19613,3.30789,3.3534,3.33358,3.27249,3.20301,3.15202,3.12676,3.10788,3.05952,2.94528,2.75468,2.52036,2.29917,2.14829,2.07795,2.03958,1.94331,1.68586,1.23286,0.665202,0.241192,0.0727927,0.068048,0.178718,0.381907,0.533746,0.523943,0.350541,0.151138,0.0305913,0.00248365,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0.00E+00,0,0,0.0000793152,0.00108333,0.00622182,0.0180019,0.0371381,0.0602882,0.0881508,0.119455,0.155643,0.195074,0.237331,0.280651,0.325633,0.373919,0.424936,0.480351,0.537776,0.601307,0.668711,0.744188,0.822754,0.906819,0.99463,1.08968,1.19209,1.29964,1.41482,1.53262,1.65838,1.78305,1.90845,2.02168,2.12048,2.20204,2.27373,2.35398,2.45759,2.59937,2.77139,2.95599,3.12202,3.24227,3.3044,3.3145,3.2971,3.28046,3.28401,3.30774,3.32772,3.30777,3.21394,3.03796,2.81273,2.58558,2.40596,2.27474,2.14007,1.93079,1.56574,1.01512,0.46154,0.122211,0.0350026,0.0521233,0.176094,0.360297,0.475191,0.434352,0.270031,0.106191,0.0198593,0.00137542,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,7.62E-06,0.000216925,0.00167032,0.00624206,0.0145624,0.0257061,0.0397327,0.057286,0.0792832,0.10375,0.130498,0.15763,0.18692,0.217113,0.248194,0.278278,0.308547,0.341671,0.377996,0.419918,0.464834,0.518117,0.578192,0.651719,0.733027,0.825288,0.926599,1.04343,1.17802,1.32916,1.50104,1.68785,1.89747,2.11749,2.34722,2.56267,2.75086,2.89948,3.01262,3.11437,3.2269,3.37269,3.54293,3.71237,3.837,3.87775,3.81819,3.67104,3.47706,3.28449,3.12933,3.01984,2.93222,2.82529,2.66099,2.43636,2.18549,1.95386,1.77389,1.62775,1.46972,1.25356,0.947903,0.55894,0.222513,0.0439065,0.00332397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,7.36E-05,0.00116419,0.00713203,0.0220764,0.0469849,0.0778259,0.114061,0.154435,0.199922,0.248153,0.298054,0.346887,0.395026,0.443715,0.492525,0.542932,0.592788,0.646605,0.70249,0.765268,0.829916,0.899415,0.972411,1.05393,1.14545,1.24581,1.35844,1.4788,1.61364,1.75359,1.89815,2.02766,2.13029,2.19538,2.22697,2.24828,2.28311,2.35663,2.46867,2.60427,2.73129,2.81884,2.85276,2.84084,2.8123,2.80045,2.82701,2.89037,2.96209,2.9984,2.95888,2.83107,2.64375,2.45681,2.32685,2.2708,2.24339,2.14574,1.87436,1.39361,0.775942,0.342489,0.176013,0.271373,0.605165,1.10433,1.41237,1.35441,0.906286,0.39463,0.081575,0.00687437,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0.00E+00,0.000126534,0.00162122,0.00885167,0.0242556,0.0478346,0.0750095,0.107094,0.142589,0.182708,0.225378,0.269827,0.314016,0.358745,0.405884,0.455049,0.508102,0.562701,0.623624,0.688871,0.763507,0.842023,0.927211,1.01732,1.11711,1.22753,1.34642,1.47655,1.61194,1.75864,1.90551,2.05154,2.17678,2.27128,2.32763,2.35354,2.37532,2.41703,2.50165,2.624,2.7633,2.88222,2.94788,2.94804,2.89577,2.82655,2.77862,2.77567,2.81529,2.86596,2.88173,2.82146,2.6757,2.47947,2.29157,2.16758,2.11567,2.08606,1.98655,1.71743,1.25122,0.674257,0.272969,0.129804,0.207307,0.518874,1.00506,1.34184,1.32564,0.921735,0.424524,0.0991122,0.0102728,6.65E-05,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0.00E+00,0.00E+00,1.27E-04,0.00162122,0.00885167,0.0242556,0.0478346,0.0750095,0.107094,0.142589,0.182708,0.225378,0.269827,0.314016,0.358745,0.405884,0.455049,0.508102,0.562701,0.623624,0.688871,0.763507,0.842023,0.927211,1.01732,1.11711,1.22753,1.34642,1.47655,1.61194,1.75864,1.90551,2.05154,2.17678,2.27128,2.32763,2.35354,2.37532,2.41703,2.50165,2.624,2.7633,2.88222,2.94788,2.94804,2.89577,2.82655,2.77862,2.77567,2.81529,2.86596,2.88173,2.82146,2.6757,2.47947,2.29157,2.16758,2.11567,2.08606,1.98655,1.71743,1.25122,0.674257,0.272969,0.129804,0.207307,0.518874,1.00506,1.34184,1.32564,0.921735,0.424524,0.0991122,1.03E-02,6.65E-05,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,5.02E-06,1.54E-04,0.00126283,0.00521927,0.0132324,0.0252928,0.0405426,0.0604365,0.0851041,0.115428,0.148988,0.185772,0.223686,0.264589,0.306839,0.350113,0.392295,0.434442,0.479372,0.526995,0.579971,0.635164,0.698775,0.768905,0.853014,0.944723,1.04771,1.16018,1.28923,1.43758,1.6034,1.79112,1.99313,2.21715,2.44755,2.68075,2.88704,3.04826,3.1493,3.19443,3.21332,3.23435,3.28687,3.36608,3.44874,3.49167,3.45639,3.32896,3.12588,2.89186,2.67751,2.51843,2.42185,2.36295,2.29905,2.1891,2.02262,1.82928,1.65717,1.54711,1.49361,1.44737,1.33526,1.08856,0.678108,0.28313,0.0662606,0.0218447,0.0414126,0.125656,0.228375,0.278873,0.244144,0.146243,0.0544881,0.00970763,0.000606626,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,6.97E-06,4.15E-04,3.69E-03,1.59E-02,0.0394012,0.0724803,0.109959,0.153008,0.199888,0.250601,0.302182,0.352803,0.400215,0.445061,0.488888,0.531489,0.574878,0.617779,0.665121,0.715396,0.773139,0.833173,0.898462,0.967665,1.0455,1.13246,1.22607,1.32811,1.43271,1.54543,1.65576,1.76197,1.84653,1.9036,1.93402,1.95239,1.98642,2.05445,2.16677,2.30607,2.4426,2.53975,2.57435,2.54872,2.48907,2.43629,2.42622,2.47567,2.57442,2.68465,2.75782,2.7516,2.65672,2.51188,2.36891,2.27962,2.2389,2.18355,2.03061,1.69167,1.14495,0.554372,0.157394,0.0486833,0.0863954,0.355368,0.834879,1.25635,1.33213,1.04684,0.573015,0.189347,0.0510474,0.061906,2.65E-01,7.59E-01,1.39594,1.82116,1.58015,0.888941,0.220779,0.0234734,0,0
