Depth,Channel Diameter (Grain Size),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00E+00,0.00E+00,0,0,0,0.00E+00,0,0,0,0,0.000210355,0.00309521,0.0174555,0.0503656,0.0999651,0.158605,0.224304,0.2985,0.377654,0.459889,0.54036,0.618226,0.694549,0.768788,0.843205,0.914856,0.989903,1.06547,1.14777,1.22986,1.31593,1.40417,1.50114,1.60869,1.72485,1.8547,1.99282,2.15014,2.31568,2.49067,2.6513,2.784,2.87579,2.92808,2.96259,2.99773,3.05488,3.12881,3.2033,3.24856,3.23851,3.16429,3.03654,2.88646,2.75117,2.65898,2.61757,2.6073,2.58749,2.51539,2.37334,2.17464,1.9616,1.76205,1.56854,1.35047,1.05878,0.652448,0.275885,0.056927,0.00475599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0.00E+00,0,0,0,0.00E+00,0,0,0,0,0,0.000243802,0.00342544,0.0188816,0.0530871,0.103659,0.162418,0.228261,0.302441,0.381292,0.462884,0.542351,0.619286,0.694745,0.768421,0.842412,0.914102,0.989618,1.06608,1.14937,1.23223,1.31877,1.40688,1.50272,1.60711,1.71733,1.83743,1.96145,2.09985,2.24182,2.38971,2.5237,2.63694,2.72532,2.79715,2.87552,2.97287,3.09831,3.2322,3.34608,3.40474,3.3853,3.28892,3.13869,2.97438,2.83447,2.74153,2.69322,2.66123,2.60254,2.48035,2.29345,2.07065,1.8618,1.6926,1.54046,1.36055,1.09372,0.688002,0.29865,0.0628561,0.00549954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0.00E+00,0,0,0,0,0,0,0.000233186,0.00314001,0.0169034,0.0462544,0.0886248,0.136856,0.190869,0.251838,0.316693,0.383874,0.449301,0.513029,0.576116,0.638419,0.70155,0.763304,0.82889,0.895945,0.969434,1.04302,1.1201,1.19871,1.2841,1.37659,1.47362,1.57811,1.68484,1.8024,1.92155,2.04421,2.1537,2.24585,2.32026,2.38954,2.47902,2.60393,2.77332,2.96717,3.15445,3.29569,3.36295,3.35169,3.28041,3.18678,3.1103,3.07766,3.09145,3.12541,3.13244,3.06554,2.9075,2.68202,2.44696,2.24182,2.06028,1.84747,1.52207,1.06247,0.547837,0.183536,0.0301251,0.00181986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0.00E+00,0,0,0,0,0,0,0,0.000285109,0.00378618,0.0202251,0.054856,0.104515,0.160794,0.224052,0.295669,0.372085,0.451478,0.529174,0.605198,0.680632,0.755068,0.830176,0.903295,0.980269,1.05826,1.14279,1.22674,1.31395,1.40231,1.49751,1.59995,1.70663,1.82085,1.93648,2.0629,2.18948,2.31817,2.43044,2.5215,2.59077,2.65156,2.73122,2.84563,3.00408,3.18423,3.35232,3.46571,3.49399,3.43114,3.29476,3.12355,2.9606,2.83866,2.76959,2.73696,2.70416,2.63339,2.50128,2.31001,2.07769,1.81486,1.52297,1.20051,0.852725,0.48028,0.188197,0.0367471,0.00287775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0.00E+00,0,0,0,0,0,0,0,4.68E-05,0.00122334,0.0090667,0.0333998,0.0773414,0.135056,0.201046,0.274339,0.355498,0.440052,0.525413,0.60632,0.68329,0.757526,0.829238,0.900336,0.969063,1.04193,1.11643,1.19806,1.27909,1.36351,1.44905,1.54158,1.64053,1.74146,1.84614,1.947,2.05285,2.15166,2.24328,2.30819,2.34301,2.35481,2.36653,2.41501,2.51982,2.68668,2.8849,3.06922,3.18966,3.21583,3.15061,3.02567,2.89101,2.7929,2.75715,2.77971,2.82527,2.83895,2.77199,2.6115,2.3889,2.16616,1.97941,1.81804,1.62333,1.31737,0.892905,0.441136,0.140419,0.0218272,0.00123944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0.00E+00,0,0,0,0,0,0,0,0.00E+00,0.000104801,0.00162416,0.00982143,0.0300487,0.0634081,0.104404,0.152269,0.205335,0.264435,0.326455,0.389752,0.451157,0.511069,0.571109,0.630938,0.692781,0.754764,0.822351,0.893356,0.972594,1.05413,1.141,1.23135,1.32934,1.43467,1.5438,1.65813,1.77043,1.88585,1.99317,2.09351,2.17327,2.23373,2.28063,2.33169,2.41392,2.54178,2.72077,2.92605,3.12238,3.2681,3.33771,3.33208,3.27527,3.20666,3.16132,3.15719,3.18703,3.21926,3.2103,3.12343,2.9554,2.73013,2.49036,2.25723,2.00857,1.70815,1.31574,0.831129,0.38105,0.102784,0.0133697,0.000380615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0.00E+00,0,6.52E-05,0.00118296,0.0076995,0.0252828,0.0554664,0.0935819,0.137643,0.186315,0.240391,0.29697,0.354515,0.409812,0.463357,0.516663,0.569775,0.624669,0.679752,0.740075,0.803763,0.87531,0.94911,1.02794,1.10991,1.19906,1.29501,1.39449,1.49857,1.60052,1.70524,1.80257,1.89353,1.96512,2.01762,2.05568,2.09555,2.16311,2.27321,2.43234,2.61842,2.79838,2.93289,2.99835,2.99817,2.95991,2.92558,2.9306,2.98979,3.08895,3.18696,3.2333,3.19096,3.06238,2.88535,2.70042,2.52268,2.31891,2.03522,1.64732,1.17422,0.655625,0.253743,0.049146,0.0127645,0.0361912,0.192726,0.498995,0.837472,1.00117,0.895437,0.553973,0.212002,0.0385733,0.00253616,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0.00E+00,0,0.00E+00,7.65E-05,0.00129087,0.00811819,0.0258166,0.0556135,0.0927636,0.135797,0.183338,0.236054,0.291097,0.346932,0.400481,0.452188,0.503444,0.554225,0.606403,0.658457,0.715237,0.774965,0.841998,0.910994,0.984695,1.06137,1.14508,1.2356,1.32999,1.42935,1.52737,1.62878,1.72369,1.81262,1.88224,1.93211,1.96664,2.00275,2.06766,2.17862,2.34442,2.54503,2.74809,2.91312,3.0139,3.05031,3.04674,3.0432,3.07472,3.15669,3.27583,3.39111,3.4517,3.41873,3.29176,3.10748,2.90678,2.71124,2.49302,2.19893,1.80196,1.30738,0.745195,0.293676,0.0577552,0.0141039,0.033915,0.170699,0.415058,0.653333,0.723358,0.550522,0.272676,0.0665526,0.0070948,4.91E-05,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0.00E+00,0,0.00E+00,0.00E+00,1.98E-05,0.000735199,0.00605087,0.0241429,0.0579315,0.103055,0.154053,0.210373,0.272692,0.337617,0.403238,0.465394,0.524469,0.581719,0.637434,0.693401,0.748093,0.806798,0.86772,0.935591,1.00451,1.07752,1.15281,1.23511,1.32436,1.41735,1.51512,1.61082,1.70991,1.80182,1.88622,1.94736,1.98308,1.99873,2.01425,2.06167,2.16073,2.31976,2.51476,2.70708,2.85097,2.91826,2.91163,2.86149,2.81431,2.80961,2.86444,2.96501,3.06841,3.12225,3.08595,2.95848,2.77877,2.59166,2.42836,2.26671,2.05278,1.74418,1.31591,0.777475,0.314271,0.0629314,0.0199145,0.0607763,0.298149,0.701593,1.07948,1.18855,0.987411,0.578378,0.209254,3.69E-02,0.00227165,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,4.07E-05,0.000834852,0.00570366,0.0195787,0.0439221,0.0752185,0.111351,0.15148,0.196112,0.24288,0.290474,0.336214,0.380299,0.423592,0.465989,0.508778,0.550719,0.595507,0.641651,0.692446,0.743758,0.797817,0.853324,0.913479,0.978174,1.04537,1.1161,1.1859,1.25884,1.3278,1.39366,1.4464,1.48603,1.516,1.5494,1.6067,1.70018,1.83519,1.99469,2.15281,2.27841,2.3525,2.3769,2.37251,2.37255,2.40645,2.48894,2.61311,2.75048,2.86178,2.91173,2.88629,2.80023,2.68937,2.5869,2.49922,2.39142,2.1999,1.86702,1.39444,0.887391,0.524229,0.390607,0.498551,0.849709,1.36438,1.7997,1.93459,1.70613,1.25333,8.31E-01,0.619399,0.65993,0.949359,1.40016,1.41885,0.908766,0.241607,0.0273244,0,0,0,0
39,0,0,0,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.81E-05,0.00117064,0.00794127,0.0270846,0.0605115,0.10324,0.152286,0.206337,0.26605,0.32816,0.390826,0.450348,0.507162,0.562749,0.617262,0.672744,0.72769,0.78751,0.850421,0.92118,0.993985,1.07183,1.15298,1.24192,1.33849,1.43929,1.54534,1.64952,1.7566,1.85521,1.94491,2.01081,2.05244,2.07562,2.09896,2.15122,2.24856,2.39741,2.57444,2.74508,2.86934,2.92392,2.91321,2.86562,2.82356,2.82317,2.88064,2.9845,3.09633,3.16741,3.15736,3.06016,2.90561,2.72988,2.55802,2.36838,2.11388,1.76349,1.30637,0.759607,0.303495,0.0602647,0.0162889,0.0429505,0.212816,0.50246,0.768459,0.828475,0.670225,3.80E-01,0.134251,0.0230472,0.00141168,0,0,0,0,0,0,0,0,0,0
41,0,0,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.02E-05,0.000458054,0.00375502,0.0152926,0.0364723,0.0658636,0.0989304,0.137067,0.178126,0.222568,0.267783,0.312517,0.355023,0.396139,0.438181,0.481146,0.528011,0.577472,0.635027,0.699053,0.774406,0.855641,0.945428,1.04199,1.14916,1.26643,1.38995,1.5205,1.65031,1.78275,1.90502,2.01629,2.10259,2.16487,2.20817,2.24777,2.30728,2.39937,2.5309,2.68343,2.83084,2.94124,2.99597,2.99885,2.97389,2.95819,2.98353,3.06316,3.1832,3.30269,3.37046,3.34566,3.22501,3.04238,2.83787,2.63659,2.41477,2.12525,1.74187,1.2636,0.719952,0.281778,0.055092,0.012799,0.0283614,0.140123,0.330132,0.505952,0.547535,4.32E-01,0.234611,0.0734877,0.0110877,0.000453457,0,0,0,0,0,0,0,0,0,0
43,0,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,6.10E-05,0.0012676,0.00874731,0.0302535,0.0682077,0.116857,0.172537,0.233566,0.30112,0.371536,0.442876,0.510944,0.576586,0.642228,0.708354,0.777885,0.848907,0.928291,1.01387,1.11161,1.21413,1.32473,1.44094,1.56772,1.70439,1.84572,1.99229,2.1339,2.27522,2.40068,2.5089,2.5815,2.61776,2.62432,2.62167,2.6423,2.70326,2.81128,2.93938,3.04946,3.09956,3.06906,2.97109,2.84545,2.74422,2.70599,2.74054,2.82285,2.89955,2.91129,2.81968,2.6358,2.40198,2.16887,1.95709,1.7354,1.4659,1.11967,0.672603,0.284122,0.0587822,0.00520164,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.000166873,0.00222255,0.0123198,0.034405,0.0683003,0.107499,0.152743,0.201995,0.255808,0.311127,0.366294,0.418705,0.46919,0.519954,0.571111,0.62538,0.681331,0.744678,0.813612,0.893006,0.976825,1.06785,1.16405,1.26946,1.38326,1.50114,1.62348,1.74205,1.86074,1.96678,2.05935,2.12388,2.16158,2.18006,2.1991,2.2478,2.34192,2.48772,2.66166,2.82987,2.95326,3.00949,3.00365,2.96418,2.93308,2.94541,3.01568,3.12988,3.2469,3.31598,3.29748,3.19036,3.02594,2.8391,2.64425,2.40827,2.08628,1.66358,1.16183,0.635435,0.237749,0.0448454,0.00824052,0.0139989,0.0699606,0.165709,2.55E-01,0.272925,0.212112,0.112148,0.0340782,0.00495271,0.000187361,0,0,0,0,0,0,0,0,0,0
47,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0,0.000127989,0.00181347,0.0104226,0.0302718,0.0617076,0.0990888,0.142433,0.190039,0.242468,0.296857,0.351655,0.404236,0.455212,0.506307,0.557465,0.610891,0.665093,0.725051,0.78886,0.860779,0.935313,1.01507,1.09819,1.18828,1.28465,1.38377,1.48637,1.58565,1.68586,1.7764,1.85754,1.91671,1.95537,1.9803,2.00964,2.06998,2.1759,2.33282,2.51817,2.69948,2.83903,2.91538,2.93319,2.91969,2.91538,2.954,3.04965,3.18863,3.33025,3.42333,3.42669,3.33343,3.17589,2.99205,2.80526,2.59369,2.30312,1.90529,1.40283,0.812946,0.328848,0.0660508,0.013537,0.0246635,0.127435,3.18E-01,0.507772,0.574204,0.476943,0.27458,0.0949431,0.0158011,0.000854957,0,0,0,0,0,0,0,0,0,0
49,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0,0,0.000101441,0.00158478,0.00956754,0.0292505,0.0614499,0.100778,0.146168,0.196074,0.250875,0.307543,0.364323,0.418143,0.469441,0.519622,0.568737,0.618731,0.668273,0.722203,0.778839,0.84244,0.907737,0.977446,1.0499,1.12914,1.21497,1.30441,1.39833,1.49041,1.58522,1.67278,1.75266,1.81066,1.84532,1.86156,1.87774,1.92315,2.01653,2.16696,2.3541,2.54459,2.6977,2.78833,2.81905,2.81776,2.82736,2.88439,3.00453,3.17357,3.3482,3.4744,3.50774,3.44024,3.30344,3.13456,2.96008,2.75683,2.47117,2.07046,1.5433,0.904005,0.3655,0.0733005,0.0189533,0.0464013,2.29E-01,0.537589,0.8135,0.864442,0.672723,0.360868,0.114654,0.0175846,0.000818027,0,0,0,0,0,0,0,0,0,0
51,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0,0,0,0.000122929,0.00185244,0.0109316,0.0326736,0.0674664,0.109168,0.156723,0.208433,0.264423,0.321391,0.377292,0.428847,0.476874,0.523059,0.567987,0.613749,0.659382,0.710137,0.764577,0.827211,0.892219,0.962483,1.03616,1.11802,1.20758,1.3016,1.40081,1.49892,1.60132,1.69724,1.78501,1.84786,1.88327,1.89753,1.91237,1.96153,2.06653,2.23741,2.45232,2.67447,2.85941,2.97867,3.03329,3.05138,3.07805,3.15397,3.29877,3.49931,3.70929,3.86525,3.91394,3.84761,3.69249,3.48281,3.22039,2.85831,2.35841,1.73922,1.08577,0.520781,0.166875,0.027468,0.00161707,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0,0,0,0,0.000194774,0.00249084,0.0134153,0.0362779,0.0701098,0.107802,0.150356,0.195695,0.244138,0.292637,0.339379,0.381989,0.421948,0.462044,0.503272,0.548679,0.59753,0.655748,0.721968,0.800933,0.886168,0.980127,1.08027,1.19048,1.30894,1.43051,1.55457,1.67264,1.78859,1.88961,1.97463,2.0292,2.05507,2.06185,2.07167,2.1166,2.21513,2.37573,2.57639,2.78213,2.95012,3.0512,3.08281,3.06834,3.0507,3.07347,3.16482,3.32342,3.51346,3.67343,3.74196,3.69693,3.5534,3.34549,3.07779,2.71057,2.20931,1.59057,0.95397,0.431513,0.129012,0.0197425,1.07E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
